question_id,source_exam,source_file,source_category,source_question_number,category,question_type,prompt,stimulus,stimulus_type,image_filename,choice_a,choice_b,choice_c,choice_d,choice_e,correct_choice_label,correct_choice_text,explanation
E07_V_Q02,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,2,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The author's latest novel was praised for its _____ portrayal of historical events, earning her several literary awards.",text,,inaccurate,biased,distorted,vivid,artificial,D,vivid,"D : ""Vivid"" means lively and realistic, fitting the idea that the portrayal of historical events was impressive and award-worthy."
E07_V_Q03,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,3,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","Despite her _____ demeanor, it was clear she was deeply affected by the criticism.",text,,aloof,animated,outspoken,nonchalant,vulnerable,D,nonchalant,"D : ""Nonchalant"" means calm or unconcerned, which contrasts with her true reaction of being affected by the criticism."
E07_V_Q04,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,4,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","Despite the team's confidence, their proposal was rejected for being too _________, leaving investors unsure how the plan would actually _________ profits.",text,,ambitious ... reduce,vague ... generate,complex ... conceal,realistic ... limit,detailed ... predict,B,vague ... generate,"B : The phrase ""rejected for being too..."" indicates a flaw, and ""leaving investors unsure how"" shows a lack of clarity. ""Vague"" perfectly captures that weakness, and ""generate"" (produce profits) matches the missing financial explanation. ""Complex ... conceal"" might confuse investors but doesn't fit naturally with ""profits."" Therefore, ""vague ... generate"" completes both the logic and tone cleanly."
E07_V_Q05,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,5,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The historian's interpretation of the event was _____, relying heavily on unverified sources and personal anecdotes.",text,,methodical,speculative,factual,authoritative,dreary,B,speculative,"B : ""Speculative"" means based on conjecture rather than solid evidence, which fits the historian's reliance on unverified sources."
E07_V_Q06,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,6,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The community praised the mayor's speech for its optimism, but critics dismissed it as _________ rhetoric meant to _________ attention from the city's deeper problems.",text,,sincere ... highlight,empty ... divert,bold ... attract,thoughtful ... confront,cautious ... reveal,B,empty ... divert,"B : The sentence shows praise from some but skepticism from critics, suggesting the speech was insincere or meaningless. ""Empty"" captures that hollowness, and ""divert"" (turn away) fits perfectly with drawing attention away from real issues. ""Sincere ... highlight"" and ""thoughtful ... confront"" both imply honesty, contradicting the critical view. Thus, ""empty ... divert"" expresses the contrast accurately."
E07_V_Q07,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,7,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The museum's new exhibit was designed to be _____, encouraging visitors to engage with the art through interactive installations.",text,,static,didactic,immersive,esoteric,inaccessible,C,immersive,"C : ""Immersive"" describes an experience that fully engages the participant, which fits the context of an interactive exhibit."
E07_V_Q08,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,8,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","Her _____ comments during the meeting helped clarify the complex issues at hand, earning her respect from her colleagues.",text,,ambiguous,articulate,erratic,trivial,convoluted,B,articulate,"B : ""Articulate"" indicates that her comments were clear and effectively communicated, which contributed to the understanding of the issues."
E07_V_Q09,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,9,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The scientist's discovery was initially dismissed as _________, but later studies confirmed it was both accurate and _________ to modern medicine.",text,,unreliable ... irrelevant,groundbreaking ... harmful,trivial ... essential,outdated ... confusing,minor ... unrelated,C,trivial ... essential,"C : The sentence reverses early doubt (""dismissed as..."") with later recognition of value. ""Trivial"" means seen as unimportant, and ""essential"" directly contrasts that, showing its true significance to medicine. ""Unreliable ... irrelevant"" and ""minor ... unrelated"" maintain negativity, failing to reflect the change in perception. Hence, ""trivial ... essential"" delivers a precise and meaningful contrast."
E07_V_Q10,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,10,Verbal,Analogies,,PROLOGUE is to EPILOGUE as DAWN is to ______.,text,,afternoon,evening,morning,dusk,solstice,D,dusk,"D: The best choice is (D). A prologue is an introductory section while an epilogue is a section at the end of something - these are opposites. So, we are looking for the opposite of dawn which is dusk."
E07_V_Q11,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,11,Verbal,Analogies,,BOOK is to LIBRARY as TREE is to _____.,text,,bark,limb,apples,forest,roots,D,forest,"D: Option (D) is the best choice. A library is where books are stored. We need to find the best option for where trees are ""stored."" The best option is (D), forest."
E07_V_Q12,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,12,Verbal,Analogies,,DOG is to MAMMAL as ...,text,,LOBSTER is to FISH,SPARROW is to BIRD,CROCODILE is to AMPHIBIAN,SNAKE is to MAMMAL,FROG is to REPTILE,B,SPARROW is to BIRD,"B : A sparrow is a type of bird, just as a dog is a type of mammal. This is a relationship of a specific example to a broader category."
E07_V_Q13,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,13,Verbal,Analogies,,FLEXIBLE is to RIGID as ...,text,,EASY is to CANDID,LIGHT is to HEAVY,TIRED is to EXHAUSTED,SIMPLE is to EFFOTLESS,INDIFFERENT is to NONCHALENT,B,LIGHT is to HEAVY,"B : ""Flexible"" and ""rigid"" are opposites, just as ""light"" and ""heavy"" are opposites."
E07_V_Q14,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,14,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Pinehurst Capital | Pinehurst Capitals; Bayside Realty Group | Bayside Realty Group; Summit Global Logistics | Summit Global Logistic; Riverstone Properties | Riverstone Properties; Trinity Accounting Services | Trinity Acounting Services,text_table,,1,2,3,4,5,B,2,"B: ""Pinehurst Capital"" and ""Pinehurst Capitals"" are different. ""Summit Global Logistics"" and ""Summit Global Logistic"" are different. ""Trinity Accounting Services"" and ""Trinity Acounting Services"" are also different. Therefore, 2 items are exactly the same."
E07_V_Q15,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,15,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Granite Solutions | Granite Solutions; Silverstone Tech Group | Silverstone Tech Group; Riverside Consulting LLC | Riverside Consult LLC; Broadview Financial Services | Broadview Financial Service; Harborview Realty | Harborview Realty,text_table,,1,2,3,4,5,C,3,"C: ""Riverside Consulting LLC"" and ""Riverside Consult LLC"" are different. ""Broadview Financial Services"" and ""Broadview Financial Service"" are different. Therefore, 3 items are exactly the same."
E07_V_Q16,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,16,Verbal,Attention to Detail,How many of the five items in the left-hand column are exactly the same as the corresponding entry in the right-hand column?,Marshall Electronics | Marshall Electronics; Everett Legal Services | Everett Legal Service; Chandler Property Management | Chandler Property Management; Franklin Health Systems | Franklin Health Systems; Morgan & Black Consulting | Morgan & Black Consultings,text_table,,1,2,3,4,5,C,3,"C: ""Everett Legal Services"" and ""Everett Legal Service"" are different. ""Morgan & Black Consulting"" and ""Morgan & Black Consultings"" are different. Therefore, 3 items are exactly the same."
E07_V_Q17,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,17,Verbal,Antonyms,One word below is underlined. What is the OPPOSITE of that word?,"Since Shawn was so easy to please, planning his birthday party was [[painless]] .",text,,easy,obvious,demanding,simple,child's play,C,demanding,"C: Option (C) is the best answer. Painless means ""involving little effort or stress."" Demanding is the best choice as an opposite word."
E07_V_Q18,7,Course Statistics - BoostPrep - 7.html,CCAT Verbal,18,Verbal,Antonyms,One word below is underlined. What is the OPPOSITE of that word?,The statement the governor made was grossly [[fallacious]] .,text,,correct,mistaken,baseless,spurious,bogus,A,correct,"A: Option (A) is the best answer. Fallacious means ""based on a mistaken belief."" Option A is the only option that is the opposite of fallacious."
E07_ML_Q01,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,1,Math & Logic,Basic Numeric Calculation & Comparison,,Which of the following numbers is the smallest?,text,,6.7,7.6,6.73,7.2,6.83,A,6.7,A: 6.7 is the smallest number. We can immediately rule out the numbers that start with a 7. This leaves us with 3 choices. We compare the tenths place and can rule out option (E). It is between option (A) and option (C). Option (A) is smaller due to option (C) having a 3 in the hundredths place. It is slightly bigger.
E07_ML_Q02,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,2,Math & Logic,Basic Numeric Calculation & Comparison,,Which of the following numbers is the smallest?,text,,101.34,103.24,101.23,101.43,101.79,C,101.23,"C: 101.23 is the smallest number. We can eliminate option (B) as it starts with 103. Next, compare the tenths place and see that option (C) is the smallest as it has a 2 in the tenths place."
E07_ML_Q03,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,3,Math & Logic,"Percent, Ratio & Proportion",,The number of papers submitted for publication in a scientific journal in 2020 is 6500. Out of these only 130 were ultimately accepted. This is an acceptance rate of _______.,text,,1 in 10,1 in 6,1 in 50,1 in 500,None of the above,C,1 in 50,C: The acceptance rate = 130 paper / 6500 paper = 1/ 50. The correct answer is option (C).
E07_ML_Q04,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,4,Math & Logic,"Percent, Ratio & Proportion",,"Two shoe companies shipped a total of 400 shoes in the past month. Company C shipped 4 times as many packages as Company D. Therefore, Company D shipped _____ shoes.",text,,60,70,80,85,90,C,80,"C: We can quickly set up an equation. 4x + x = 400. 5x = 400. Divide both sides by 5 to get x=80. If we have extra time, we can check our equation ---> 4(80)+80=400."
E07_ML_Q05,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,5,Math & Logic,Applied Quantitative Word Problems,,"A store bought 20 identical refrigerators for $22,000 and sold them for $28,000, making a profit of _____ on each refrigerator.",text,,$150,$200,$250,$275,$300,E,$300,"E: The buying price for every refrigerator = $22,000 / 20 = $1,100. The profit per refrigerator = $ 28,000 - $22,000 = $6,000. $6,000 / 20 refrigerators = $300 profit per refrigerator."
E07_ML_Q06,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,6,Math & Logic,"Percent, Ratio & Proportion",,"A large town of 57,000 people hosted a dance party at the local bar. Only 46% of the town attended. This means that:",text,,"26,220 people did not attend","30,780 people attended",46% of the town did not attend,"24,220 people attended","26,220 people attended",E,"26,220 people attended","E: We can quickly compute that 26,220 people attended (57,000*46%). We can then see that 30,780 (57,000-26,220) people did not attend. We can use this information to solve the problem. Note that some other options are deliberate distractors and thrown in to confuse you."
E07_ML_Q07,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,7,Math & Logic,Applied Quantitative Word Problems,,"John bought $100,000.00 worth of identical laptops. Unfortunately, he sold them for only $90,000.00, thereby incurring a loss of 250 dollars/laptop. How many laptops did he trade in?",text,,40,42,50,100,225,A,40,"A: Total loss = $100,000.00 - $90,000.00 = $10,000.00. Therefore, the number of laptops is = 10,000 dollar/ (250 dollar/laptop) = 40 laptop. The correct answer is option (A)."
E07_ML_Q08,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,8,Math & Logic,Applied Quantitative Word Problems,,"The cost of buying 4 three-piece suits is $640. At this rate, it would cost ______ dollars to buy 9 such suits.",text,,90,160,360,640,1440,E,1440,E: Cost rate = 640 dollar / 4 suit = 160 dollar/ suit. Total cost = (160 dollar/ suit) * (9 suit) = 1440 dollar = $1440. Option (E) is the correct answer.
E07_ML_Q09,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,9,Math & Logic,Applied Quantitative Word Problems,,"A car dealer bough 29 identical cars for $290,290 and sold them for a total of $320,000, making a profit of ______ on each car.",text,,1024.48,8000.48,10003.38,200.48,7300,A,1024.48,"A: The buying price for every car is $290,290/29 = $10,010. The profit per car is ($320,000-$290,290)/29 = $1,024.48. The math on this one is tricky, we can eliminate some of the answer choices due to their outrageous numbers."
E07_ML_Q10,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,10,Math & Logic,Applied Quantitative Word Problems,,"The distance from Brasilia to Cairo is 10,140 km. What is the speed in km/hour of an airplane that covers this distance in 13 hours?",text,,575 km/ hour,676 km/hour,780 km/hour,1192 km/hour,1517 km/hour,C,780 km/hour,C: Speed = distance / time = (10140 km) / (13 hour) = 780 km/hour. Option (C) is the correct answer. The typical average speed of a commercial jet airplane is around 740-930 km/hour. This piece of information might suffice to make an educated guess of the correct answer.
E07_ML_Q11,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,11,Math & Logic,"Percent, Ratio & Proportion",,"A hockey team played 82 games this season and won 59 of them, meaning they won ______ of their games.",text,,65%,71%,82%,84%,86%,B,71%,B: We can divide 59 by 82 to get our answer (71.95%). We can also use fractions and estimation to quickly guess - 60 / 80 = 6/8 or .75 or 75%.
E07_ML_Q12,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,12,Math & Logic,Applied Quantitative Word Problems,,"The cost of 6 books is $120. At this rate, it would cost ____ to buy 10 books.",text,,$150,$160,$170,$200,$205,D,$200,D: The correct answer is option (D). We can setup a proportion to solve this: 6/120 = 10/x 6x = 1200 x = 200
E07_ML_Q13,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,13,Math & Logic,"Percent, Ratio & Proportion",,"The number of students applying for a scholarship was 400. Out of these, only 100 students were awarded the scholarship. This is an acceptance rate of _____.",text,,1 in 4,1 in 3,1 in 2,1 in 5,None of the above,A,1 in 4,"A: The acceptance rate is 100 students / 400 students = 1 in 4. Therefore, the correct answer is (A) 1 in 4."
E07_ML_Q14,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,14,Math & Logic,Number Series,,"What is the next number in the following series? 2, 3, 5, 7, 11, 13, 17, 19, ....",text,,20,21,22,23,24,D,23,"D: The answer is option (D). This is a series of successive prime numbers. The last integer shown (19) is followed by 20 (composite), 21 (composite), 22 (composite), 23 (prime), ...... So, the next prime is 23."
E07_ML_Q15,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,15,Math & Logic,Letter-Group Series,What would be the next group of letters in the following series?,xfn ... xco ... xzp ... xwq ... ?,text,,wvq,xvq,xtr,wvp,wvq,C,xtr,"C: The first letter (x) remains constant. The second letters (f, c, z, w) follow a pattern of -3. The third letters (n, o, p, q) follow a pattern of +1. Following this pattern gives us x, t, r."
E07_ML_Q16,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,16,Math & Logic,Tables & Graphs,"Based on the bar chart showing sales by region, what is the difference in millions of dollars between the highest and lowest performing regions?",ccat_mathlogic1_142.png,image,ccat_mathlogic1_142.png,16,25,29,32,40,B,25,"B: Identify the highest and lowest performing regions: East = 40 million West = 15 million Now, subtract the lowest from the highest: 40 - 15 = 25 Therefore, the correct answer is 25 million dollars."
E07_ML_Q17,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,17,Math & Logic,Tables & Graphs,"The donut chart shows the market share of different smartphone brands. If the total number of smartphones sold last year was 100 million, how many more smartphones did Brand A sell compared to Brand C?",ccat_mathlogic1_150.png,image,ccat_mathlogic1_150.png,20 million,30 million,40 million,50 million,60 million,A,20 million,"A: We first need to calculate Brand A's sales: 35% of 100 million = 0.35 * 100 million = 35 million Next, calculate Brand C's sales: 15% of 100 million = 0.15 * 100 million = 15 million Finally, find the difference: 35 million - 15 million = 20 million Therefore, the correct answer is 20 million."
E07_ML_Q18,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,18,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? The car only has problems when it is cold out. The car is having problem It is cold out.",text,,True,False,Uncertain,,,A,True,"A: The final statement is true. This is true because the first statement uses the word ""only."" We can reasonably assume that the car is now having problems due to the cold."
E07_ML_Q19,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,19,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? All children hate to eat broccoli. Adam loves to eat broccoli. Adam is a child.",text,,True,False,Uncertain,,,B,False,"B: The premise that all children hate to eat broccoli rules out the possibility for a child to love to eat broccoli. Therefore, the answer is (B)."
E07_ML_Q20,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,20,Math & Logic,Syllogisms / Formal Logic,,"If the first two statements are true, is the final statement true? All children love to play soccer. Adam (is a person who) loves to play soccer. Adam is a child.",text,,True,False,Uncertain,,,C,Uncertain,"C: The premise that 'all children love to play soccer' does not imply that 'all persons who love to play soccer are children.' Therefore, the answer is (C) since Adam might be a child or an adult."
E07_ML_Q21,7,Course Statistics - BoostPrep - 7.html,CCAT Math & Logic,21,Math & Logic,Arrangement Logic,,"Alice, Bob, Carla, David, and Ella are seated in a row. Alice is sitting to the left of Bob. Ella is sitting immediately to the right of Bob. Carla is seated second in line. If David is seated first in line, which of the following can be true about Bob's position?",text,,Bob is first,Bob is second,Bob is third,Bob is fourth,Bob is last,D,Bob is fourth,D: The quickest way to solve this type of question is by quickly mapping out what we know and going from there: Chair 1: David - We are told David is seated first in line. Chair 2: Carla - We are told Carla is seated second in line. Chair 3: Alice Chair 4: Bob - We can conclude that Bob is sitting here since he has Alice to his left and Ella to his right. Chair 5: Ella
E07_S_Q01,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,1,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_1-1.png,image,ccat_spatial1_1-1.png,A,B,C,D,E,D,D,"D: The odd one out in this question is option D. All of the triangles should be shaded, but the triangle in option D is not shaded."
E07_S_Q02,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,2,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_7.png,image,ccat_spatial1_7.png,A,B,C,D,E,C,C,"C: The odd one out in this question is option C. The triangle should be filled, and the hexagon should not be filled."
E07_S_Q03,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,3,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_13.png,image,ccat_spatial1_13.png,A,B,C,D,E,D,D,D: The odd one out in this question is option D. The circle and hexagon should not be filled while the triangle and square should be filled.
E07_S_Q04,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,4,Spatial Reasoning,Odd One Out,Which of the following does not belong?,ccat_spatial1_19.png,image,ccat_spatial1_19.png,A,B,C,D,E,C,C,"C: The odd one out in this question is option C. All of the other options have 2 circles and 1 square. Option C has 1 square, 1 circle, and 1 triangle."
E07_S_Q05,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,5,Spatial Reasoning,Matrix Completion,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_55.png,image,ccat_spatial1_55.png,A,B,C,D,E,A,A,"A: A is the correct answer. The number of squares filled is increasing across the rows and the columns. Column 1 has ?, 1, and 2 squares filled. Column 2 has 1, 2 and 3 squares filled. Column 3 has 2, 3, and 4 squares filled. Row 1 has ?, 1, and 2 squares filled. Row 2 has 1, 2, and 3 squares filled. Row 3 has 2, 3, and 4 squares filled. Option A completes the matrix as it has 0 squares filled."
E07_S_Q06,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,6,Spatial Reasoning,Matrix Completion,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_61.png,image,ccat_spatial1_61.png,A,B,C,D,E,B,B,"B: B is the correct answer. The number of filled squares and order of filled squares follow a pattern across each row. Option B completes the matrix as it has the top left and top right squares filled, which matches the pattern happening in row 2."
E07_S_Q07,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,7,Spatial Reasoning,Matrix Completion,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_67.png,image,ccat_spatial1_67.png,A,B,C,D,E,E,E,"E: E is the correct answer. We can see that there is a pattern within each column and row. Across row 1, there is always 2 unfilled shapes (on the top and bottom) and 1 filled shape. We can then see that each column is using certain shapes. Column 1 uses triangles. Option E is correct because it has 3 triangles, the top and bottom ones unfilled, and the right one filled."
E07_S_Q08,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,8,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_82.png,image,ccat_spatial1_82.png,A,B,C,D,E,D,D,D: D is the correct answer. The pattern is rotating the double arrow. Option D continues this pattern.
E07_S_Q09,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,9,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_88.png,image,ccat_spatial1_88.png,A,B,C,D,E,A,A,A: A is the correct answer. The shape is rotated 180 degrees and then stays that way for 2 times. The shape is also always filled. Option A completes this pattern as we will need to rotate the shape 180 degrees.
E07_S_Q10,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,10,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_94.png,image,ccat_spatial1_94.png,A,B,C,D,E,B,B,B: B is the correct answer. The shapes rotate every other sequence. Option B completes the pattern.
E07_S_Q11,7,Course Statistics - BoostPrep - 7.html,CCAT Spatial Reasoning,11,Spatial Reasoning,Visual Next-in-Series,Which of the following boxes should replace the question mark (?) to complete the pattern?,ccat_spatial1_100.png,image,ccat_spatial1_100.png,A,B,C,D,E,E,E,E: E is the correct answer. The shape is rotated clockwise 90 degrees each sequence. Option E completes the pattern.
E08_V_Q01,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,1,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","After the professor's lengthy explanation, the concept finally became _____ to the students.",text,,convoluted,incomprehensible,lucid,opaque,fleeting,C,lucid,"C : ""Lucid"" means clear and easy to understand, which matches the idea that the professor's explanation made the concept clearer to the students."
E08_V_Q02,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,2,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The intern's presentation was polished and confident, but many found her conclusions surprisingly _________, lacking the depth expected to _________ her bold claims.",text,,insightful ... challenge,cautious ... defend,creative ... expand,thorough ... question,shallow ... support,E,shallow ... support,"E: The sentence contrasts ""polished and confident"" with a lack of depth. ""Shallow"" directly conveys superficial reasoning, and ""support"" fits with the idea of failing to back up bold claims. ""Insightful ... challenge"" and ""thorough ... question"" don't fit the ""lacking depth"" tone. ""Cautious ... defend"" doesn't describe weak reasoning. Therefore, ""shallow ... support"" completes the contrast logically."
E08_V_Q03,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,3,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The ancient text was _____, requiring years of study before it could be accurately translated.",text,,legible,accessible,illegible,decipherable,comprehensive,C,illegible,"C : ""Illegible"" means that the text could not be easily read or understood, fitting the idea that it required years of study to translate."
E08_V_Q04,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,4,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The CEO's public statement was _____, avoiding any direct answers to the questions posed by the press.",text,,candid,evasive,transparent,blunt,exuberant,B,evasive,"B : ""Evasive"" means avoiding direct answers, which fits the description of how the CEO responded to the press."
E08_V_Q05,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,5,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.",The _____ climate of the region made it an ideal location for growing a wide variety of crops.,text,,inhospitable,arid,temperate,unpredictable,frigid,C,temperate,"C : ""Temperate"" refers to mild and moderate weather, making it ideal for crop growth, as described in the sentence."
E08_V_Q06,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,6,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The museum's new exhibit aimed to attract younger visitors, but its outdated design and confusing layout only _________ the very audience it hoped to _________.",text,,entertained ... teach,inspired ... impress,alienated ... reach,amused ... retain,distracted ... influence,C,alienated ... reach,"C : The sentence suggests the exhibit's approach failed to appeal to its intended audience. ""Alienated"" (pushed away) and ""reach"" (connect with) form a perfect pair of opposing outcomes. ""Entertained ... teach"" doesn't fit the sense of failure. ""Distracted ... influence"" implies some engagement, not rejection. Thus, ""alienated ... reach"" expresses the intended irony effectively."
E08_V_Q07,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,7,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The coach's strict training methods were initially seen as _________, but over time, players recognized their value in building _________ and focus.",text,,excessive ... discipline,lenient ... confidence,relaxed ... teamwork,uncertain ... pressure,predictable ... energy,A,excessive ... discipline,"A : The structure shows a shift from negative perception (""initially seen as..."") to positive outcome. ""Excessive"" (too harsh) and ""discipline"" (mental control) create that evolution in understanding. ""Lenient ... confidence"" doesn't fit with ""strict methods."" ""Relaxed ... teamwork"" is inconsistent with ""strict."" So, ""excessive ... discipline"" provides a clear cause-and-effect relationship."
E08_V_Q08,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,8,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The author's use of vivid imagery in her poetry created a _____ experience, allowing readers to visualize the scenes described.",text,,vapid,lackluster,tactile,ephemeral,visceral,E,visceral,"E : ""Visceral"" refers to a deep emotional reaction, often linked to sensory experiences, which fits the context of vivid imagery in poetry."
E08_V_Q09,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,9,Verbal,Sentence Completion,"Choose the word or words that, when inserted in the sentence to replace the blank or blanks, best fits the meaning of the sentence.","The company's sudden success appeared effortless, but it was actually the result of years of _________ planning and _________ execution.",text,,casual ... lucky,careless ... random,hasty ... chaotic,patient ... deliberate,spontaneous ... easy,D,patient ... deliberate,"D : The sentence reveals that apparent ease was deceptive. It came from careful, long-term work. ""Patient"" suits long-term preparation, and ""deliberate"" fits precise, purposeful action. ""Casual ... lucky"" contradicts the idea of sustained effort. ""Hasty ... chaotic"" implies disorganization. Therefore, ""patient ... deliberate"" perfectly expresses the hidden discipline behind success."
E08_V_Q10,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,10,Verbal,Analogies,,VIRUS is to SMALLPOX as BACTERIA is to _____.,text,,medicine,antibiotics,common cold,strep throat,HIV,D,strep throat,"D: Option (D) is the best choice. Smallpox is a type of virus so we need to look for a type of bacteria to fill in the blank. Strep throat is a type of bacterial infection, so this is our answer."
E08_V_Q11,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,11,Verbal,Analogies,,FLEXIBLE is to RIGID as CONFIDENCE is to ______.,text,,proud,motivated,diffidence,bitter,cunning,C,diffidence,"C: Option (C) is the correct answer. Flexible and rigid are opposites. We are looking for something that is the opposite of confidence. In this case, diffidence would be our best option."
E08_V_Q12,8,Course Statistics - BoostPrep - 8.html,CCAT Verbal,12,Verbal,Analogies,,PAINTING is to ARTIST as ...,text,,BOOK is to AUTHOR,CLOTH is to SEAMSTRESS,GARDEN is to FLOWER,POEM is to PAPER,TREE is to LEAF,A,BOOK is to AUTHOR,"A: An author creates a book, just as an artist creates a painting. This is a relationship of creation."
